EG	GN	GI	Type	Len	Ori	LeftEnd	RightEnd	Syn	MN	Description	
EG11293	lolB	g1787460	aa	207	Counterclockwise	1262100	1262723	hemM;ychC	Localization OM lipoproteins	OM lipoprotein required for localization of lipoproteins; essential gene
EG11294	ispE	g1787459	aa	283	Counterclockwise	1261249	1262100	ipk;ychB	Isoprenoid	4-diphosphocytidyl-2-C-methylerythritol kinase; isopentenyl phosphate kinase; alternative nonmevalonate (DXP) pathway for terpenoid biosynthesis; essential gene
EG11295	wzzE	g87082332	aa	348	Clockwise	3967054	3968100	metNSt;wzz;yifC	Systematic nomenclature	Enterobacterial common antigen ECA chain length determination; also involved in cyclic enterobacterial common antigen ECA(CYC) synthesis
EG11296	radA	g1790850	aa	460	Clockwise	4623935	4625317	sms	Radiation	Sensitivity to gamma and UV radiation
EG11297	dsbA	g1790291	aa	208	Clockwise	4041441	4042067	dsf;iarA;ppfA	Disulfide bond	Thiol:disulfide interchange protein, periplasmic; alkali-inducible
EG11298	yhdE	g1789646	aa	197	Counterclockwise	3395807	3396400	Null	Systematic nomenclature	Function unknown; homologous to B. subtilis maf; yceF paralog
EG11299	rng	g87082235	aa	489	Counterclockwise	3394348	3395817	adhR;cafA;yhdF	Cytoplasmic axial filament	Endoribonuclease G involved in 16S rRNA processing; division and growth, overexpression forms minicells and chains with long axial structures
EG11300	ydfA	g1787854	aa	51	Clockwise	1646532	1646687	Null	Systematic nomenclature	Function unknown, Qin prophage
EG11301	ydfB	g87081937	aa	42	Clockwise	1646689	1646817	Null	Systematic nomenclature	Expressed protein, function unknown, Qin prophage
EG11302	ydfC	g1787856	aa	72	Clockwise	1646847	1647065	Null	Systematic nomenclature	Conserved protein, function unknown, Qin prophage
EG11303	ydfD	g1787858	aa	63	Clockwise	1647818	1648009	Null	Systematic nomenclature	Function unknown, Qin prophage
EG11305	tatE	g1786845	aa	67	Clockwise	658170	658373	ybeC	Twin arginine translocation	Protein translocase, Sec-independent; mediates export of folded and ligand-bound proteins
EG11306	lipA	g1786846	aa	321	Counterclockwise	658474	659439	lip	Lipoate	Lipoyl synthase, iron-sulfur protein; SAM-dependent chemistry
EG11309	ydbC	g1787674	aa	286	Clockwise	1472245	1473105	Null	Systematic nomenclature	Predicted oxidoreductase, NAD(P)-binding, function unknown
EG11310	ydbD	g87081900	aa	768	Clockwise	1473168	1475474	Null	Systematic nomenclature	Function unknown
EG11311	dusB	g1789660	aa	321	Clockwise	3408302	3409267	yhdG	Dihydrouridine synthase B	tRNA-dihydrouridine synthase B
EG11312	yicR	g87082300	aa	222	Counterclockwise	3809914	3810582	radC	Systematic nomenclature	Function unknown, UPF0758 family
EG11313	rhaT	g1790341	aa	344	Counterclockwise	4097514	4098548	Null	Rhamnose	Rhamnose permease; L-rhamnose-H+ symporter, membrane protein
EG11314	purB	g1787376	aa	456	Counterclockwise	1189839	1191209	ade(h)	Purine	Adenylosuccinate lyase, purine synthesis
EG11315	yhdH	g1789651	aa	324	Clockwise	3401506	3402480	Null	Systematic nomenclature	Putative quinone oxidoreductase, function unknown
EG11316	malS	g1789995	aa	676	Clockwise	3735520	3737550	Null	Maltose	alpha-Amylase, periplasmic
EG11317	fabD	g1787334	aa	309	Clockwise	1148951	1149880	tfpA	Fatty acid biosynthesis	Malonyl-CoA-acyl carrier protein transacylase
EG11318	fabG	g1787335	aa	244	Clockwise	1149893	1150627	Null	Fatty acid biosynthesis	beta-Ketoacyl-ACP reductase
EG11319	galU	g1787488	aa	302	Clockwise	1290680	1291588	verA;ychD	Galactose	Glucose-1-P uridylyltransferase; also called UDP-glucose pyrophosphorylase
EG11320	nrdR	g1786615	aa	149	Clockwise	432226	432675	ribX;ybaD	Nucleotide reductase	Nrd regulon repressor
EG11321	ribD	g1786616	aa	367	Clockwise	432679	433782	ribG;ybaE	Riboflavin	Bifunctional enzyme for second and third steps in riboflavin biosynthesis; 2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate deaminase; ribosyl reductase
EG11322	ribE	g1786617	aa	156	Clockwise	433871	434341	ribH;ybaF	Riboflavin	Lumazine (6,7-dimethyl-8-ribityllumazine) synthase; 60-mer capsid; penultimate step in the biosynthesis of riboflavin; binds RibC homotrimer
EG11323	ygfB	g87082182	aa	192	Counterclockwise	3052888	3053466	Null	Systematic nomenclature	Function unknown, UPF0149 family
EG11324	ubiH	g1789274	aa	392	Counterclockwise	3050362	3051540	acd;visB	Ubiquinone	2-octaprenyl-6-methoxyphenol hydroxylase; produces 2-octaprenyl-6-methoxy-1,4-benzoquinone
EG11325	acnA	g1787531	aa	891	Clockwise	1333855	1336530	acn	Aconitase	Aconitase A, stationary phase induced; iron-sulfur cluster; apo-enzyme binds mRNA for negative translational autoregulation; negatively regulated by ryhB RNA as part of indirect positive regulation by Fur
EG11326	codA	g1786531	aa	427	Clockwise	355395	356678	Null	CytOsine Deaminase	Cytosine deaminase
EG11327	codB	g1786530	aa	419	Clockwise	354146	355405	Null	CytOsine Deaminase	Cytosine transport
EG11328	fdx	g1788874	aa	111	Counterclockwise	2654770	2655105	Null	Ferredoxin	Ferredoxin, an iron-sulfur protein; involved in assembly of other Fe-S clusters
EG11329	gabD	g1789015	aa	482	Clockwise	2789295	2790743	Null	Gamma-AminoButyrate	Succinate semialdehyde dehydrogenase, NADP(+)-dependent; SSADH; SSDH
EG11330	gabP	g1789017	aa	466	Clockwise	2792275	2793675	Null	Gamma-AminoButyrate	GABA permease, membrane protein
EG11331	ribA	g1787533	aa	196	Counterclockwise	1336594	1337184	Null	Riboflavin	GTP cyclohydrolase II, riboflavin biosynthesis
EG11332	upp	g87082118	aa	208	Counterclockwise	2618268	2618894	uraP	Uracil PRTase	Uracil phosphoribosyltransferase
EG11333	visC	g1789273	aa	400	Counterclockwise	3049137	3050339	Null	Visible light	Putative FAD-dependent oxidoreductase, function unknown; downstream of and homologous to ubiH (visB)
EG11334	ligB	g87082305	aa	560	Counterclockwise	3817511	3819193	yicF	Ligase B	DNA ligase B, NAD(+)-dependent
EG11335	nadR	g87082440	aa	410	Clockwise	4625338	4626570	nadI	Nicotinamide adenine dinucleotide	Repressor of the nad operon, N-terminal domain; nicotinamide mononucleotide adenyltransferase, central domain; ribosylnicotinamide kinase, C-terminal domain; involved in transport of NMN; multifunctional protein
EG11336	endA	g1789314	aa	235	Clockwise	3088369	3089076	Null	Endonuclease	DNA-specific endonuclease I, periplasmic; inhibited by RNA; extensive DNA breakdown
EG11337	lysP	g1788480	aa	489	Counterclockwise	2245085	2246554	cadR	Lysine	Lysine permease; lysine repressed
EG11338	msyB	g87081827	aa	124	Counterclockwise	1113030	1113404	Null	Multicopy suppressor of secY	In multicopy restores growth and protein export functions of secY and secA mutants
EG11339	rfaG	g1790061	aa	374	Counterclockwise	3803966	3805090	waaG	Rough	LPS core biosynthesis; glucosyltransferase I
EG11340	rfaP	g1790060	aa	265	Counterclockwise	3803176	3803973	waaP	Rough	Lipopolysaccharide kinase; LPS core biosynthesis; phosphorylation of core
EG11341	rfaQ	g1790062	aa	344	Counterclockwise	3805087	3806121	waaQ	Rough	Glycosyltransferase needed for heptose region of LPS core
EG11342	ychE	g1787494	aa	215	Clockwise	1297821	1298468	Null	Systematic nomenclature	Function unknown; putative membrane protein
EG11343	mdtG	g1787291	aa	408	Counterclockwise	1113487	1114713	yceE	Multidrug transporter	Multidrug resistance efflux transporter; overexpression resistance to fosfomycin and deoxycholate
EG11344	mnmA	g87081837	aa	368	Counterclockwise	1191890	1192996	asuE;trmU;ycfB	Methyl-amino(N)-Methyl	tRNA U34 sulfurtransferase; first step in mnm(5)-s(2)U34-tRNA synthesis; thiolates U34 at C2; YccK(TusE) binding partner; antisuppressor
EG11345	hflD	g1787377	aa	213	Counterclockwise	1191213	1191854	hslZ;ycfC	High-frequency lysogenization	Downregulates lambda lysogenization; interacts with cII protein; first gene in purB operon; peripheral membrane protein
EG11346	fliE	g1788247	aa	104	Counterclockwise	2010724	2011038	flaAI;flaN	Flagella	Flagellar synthesis; basal body component
EG11347	fliF	g1788248	aa	552	Clockwise	2011253	2012911	flaAII.1;flaBI	Flagella	Flagellar basal body M-ring protein
EG11348	yidD	g87082322	aa	85	Clockwise	3882839	3883096	Null	Systematic nomenclature	Function unknown, UPF0161 family
EG11350	rfaS	g1790059	aa	311	Counterclockwise	3802204	3803139	waaS	Rough	LPS core, not affecting attachment of O antigen
EG11351	rfaB	g1790058	aa	359	Counterclockwise	3801081	3802160	lps;phx*;syn*;waaB	Rough	UDP-D-galactose:glucosylLPS-alpha-1,3-D-galactosyltransferase
EG11352	rfaI	g1790057	aa	339	Counterclockwise	3800062	3801081	waaI	Rough	UDP-D-galactose: (glucosyl)LPS-1,3-D-galactosyltransferase
EG11353	rfaJ	g1790056	aa	338	Counterclockwise	3799006	3800022	waaJ;waaR	Rough	UDP-D-glucose: (galactosyl)LPS-glucosyltransferase
EG11354	emrA	g1789041	aa	390	Clockwise	2809449	2810621	Null	Efflux-multidrug resistance	EmrAB-TolC multidrug resistance pump; periplasmic membrane fusion component, signal anchor; energy-dependent efflux of octane, thiolactomycin and the uncouplers DNP, CCCP, and FCCP
EG11355	fliA	g1788231	aa	239	Counterclockwise	1999094	1999813	flaD;rpoF	Flagella	Transcription factor sigma 28 for class III flagellar operons
EG11356	fliZ	g87082001	aa	183	Counterclockwise	1998497	1999048	yedH	Flagella	RpoS antagonist, transiently in post-exponential phase; timing factor allowing motility to continue for a while during starvation; not required for normal motility
EG11357	dinG	g1787018	aa	716	Clockwise	832293	834443	rarB	Damage inducible	ATP-dependent DNA helicase; putative repair and recombination enzyme, monomeric
EG11358	murA	g1789580	aa	419	Counterclockwise	3333257	3334516	mrbA;murZ	Murein	UDP-N-acetylglucosamine enoylpyruvyl transferase; fosfomycin resistance
EG11359	gspO	g1789732	aa	225	Clockwise	3463565	3464242	hofD;hopD;hopO;yheC	General secretory pathway	Prepilin peptidase in H-NS-silenced gsp divergon; type II protein secretion; cloned gsp divergon secretes ChiA
EG11360	bax	g48994948	aa	274	Counterclockwise	3734376	3735200	Null	Between avtA and xyl	Gene transcribed divergently from malS, function unknown
EG11361	asmA	g1788378	aa	617	Counterclockwise	2137783	2139636	yegA	Assembly suppressor mutant	Suppressor of ompF assembly mutants, function unknown; inner membrane protein may be more generally involved in OM protein assembly; required for swarming phenotype
EG11362	yadB	g1786337	aa	308	Counterclockwise	159186	160112	Null	Systematic nomenclature	Glutamyl-queuosine tRNA(Asp) synthase
EG11363	amiB	g1790611	aa	445	Clockwise	4394088	4395425	yjeD	Amidase	N-acetylmuramyl-L-alanine amidase, periplasmic; role in septal cleavage during cell division; overexpression causes lysis, osmotic hypersensitivity; activated by EnvC
EG11364	bglH	g1790157	aa	538	Counterclockwise	3898627	3900243	yieC	beta-Glucoside	Outer membrane beta-glucoside porin, cryptic; lamB paralog
EG11366	rob	g1790857	aa	289	Counterclockwise	4632464	4633333	cbpB;robA	Right oriC binding	Right oriC-binding transcriptional activator, AraC family
EG11367	barA	g1789149	aa	918	Clockwise	2913079	2915835	airS(S.t.);gacC	Bacterial adaptive response	Sensor histidine protein kinase, pleiotropic; controls the expresion of csrB/C sRNAs; works in concert with UvrY response regulator
EG11368	menB	g1788597	aa	285	Counterclockwise	2373984	2374841	Null	Menaquinone (vitamin K2)	1,4-Dihydroxy-2-naphthoate synthase; menaquinone biosynthesis
EG11369	ubiC	g87082361	aa	165	Clockwise	4250529	4251026	sdgG?	Ubiquinone	Chorismate--pyruvate lyase
EG11370	ubiA	g1790473	aa	290	Clockwise	4251039	4251911	cyr;sdgG?	Ubiquinone	4-Hydroxybenzoate polyprenyltransferase
EG11371	yfhB	g87082129	aa	211	Counterclockwise	2695937	2696572	Null	Systematic nomenclature	Function unknown
EG11372	tadA	g1788911	aa	167	Counterclockwise	2695376	2695879	yfhC	tRNA adenosine deaminase	A34-tRNA adenosine deaminase; point mutation confers resistance to HokC(Gef)-mediated cell killing; essential gene; homodimeric
EG11373	mltF	g1788910	aa	518	Clockwise	2693823	2695379	yfhD	Membrane-bound lytic transglycosylase F	Membrane-bound lytic transglycosylase F, murein hydrolase
EG11374	folK	g1786335	aa	159	Counterclockwise	157253	157732	Null	Folate	6-Hydroxymethyl-7,8-dihydropterin pyrophosphokinase; monomeric
EG11375	folE	g1788476	aa	222	Counterclockwise	2241006	2241674	Null	Folate	GTP cyclohydrolase I
EG11376	ftsP	g1789394	aa	470	Counterclockwise	3159279	3160691	sufI;sui;ygiJ(S.t.)	Filamentation, temperature sensitive	Septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts)
EG11377	plsC	g1789395	aa	245	Counterclockwise	3160766	3161503	parF	Phospholipid synthesis	1-Acyl-n-glycerol-3-phosphate acyltransferase; affects partitioning
EG11378	sufA	g1787974	aa	122	Counterclockwise	1762042	1762410	ydiC	Sulfur	Scaffold protein for assembly of iron-sulfur clusters; facilitates delivery to target proteins; Fe-S transfer protein
EG11379	appB	g1787213	aa	378	Clockwise	1038519	1039655	cbdB;cyxB	Acid (poly)phosphatase	Cytochrome bd-II oxidase subunit II
EG11380	appC	g1787212	aa	514	Clockwise	1036963	1038507	cbdA;cyxA	Acid (poly)phosphatase	Cytochrome bd-II oxidase subunit I
EG11381	glgS	g1789428	aa	66	Counterclockwise	3189761	3189961	Null	Glycogen	Glycogen synthesis stimulating protein; does not affect transcription of glg genes; mechanism of stimulation unknown
EG11383	elbB	g87082228	aa	217	Counterclockwise	3347828	3348481	elb2;yhbL;yzzB	Enhancing lycopene biosynthesis	Involved in isoprenoid biosynthesis; also known as sigma cross-reacting protein 27A
EG11384	ahpC	g1786822	aa	187	Clockwise	638168	638731	tpx	Alkyl hydroperoxide	Alkyl hydroperoxide reductase, subunit C; reduced by the AhpF subunit
EG11385	ahpF	g87081763	aa	521	Clockwise	638976	640541	Null	Alkyl hydroperoxide	Alkyl hydroperoxide reductase, subunit F; NAD(P)H:peroxiredoxin oxidoreductase, reduces AhpC; contains one FAD/monomer
EG11387	amyA	g1788236	aa	495	Clockwise	2004180	2005667	yedC	Amylase	alpha-Amylase, cytoplasmic
EG11388	fliS	g1788234	aa	136	Clockwise	2003327	2003737	Null	Flagella	Flagellar chaperone, inhibits premature FliC assembly; cytosolic
EG11389	fliT	g1788235	aa	121	Clockwise	2003737	2004102	Null	Flagella	Flagellar synthesis, predicted chaperone, role unknown
EG11390	uspA	g1789909	aa	144	Clockwise	3638134	3638568	Null	Universal stress protein	Global regulatory gene for stress response; mutants are UV-S
EG11391	osmY	g1790836	aa	201	Clockwise	4609419	4610024	Null	Osmotically inducible	Osmotically induced periplasmic protein, function unknown; mutant is slightly salt sensitive
EG11392	nhaB	g1787435	aa	513	Counterclockwise	1232399	1233940	Null	Na+/H+ antiporter	Na+/H+ antiporter 2, weakly pH-dependent; helps regulate intracellular pH and extrude lithium
EG11393	dsbB	g1787433	aa	176	Counterclockwise	1231723	1232253	dsbX;iarB;roxB;ycgA	Disulfide bond	Disulfide oxidoreductase, membrane-spanning protein; oxidizes periplasmic DsbA; DTT-sensitive phenotype
EG11394	fabR	g1790401	aa	215	Clockwise	4159147	4159794	yijC	Fatty acid biosynthesis regulator	Transcriptional repressor of fabA and fabB
EG11395	yijD	g1790402	aa	119	Clockwise	4159794	4160153	Null	Systematic nomenclature	Inner membrane protein, DUF1422 family, function unknown
EG11396	ubiD	g1790277	aa	497	Clockwise	4023011	4024504	yigC;yigY	Ubiquinone	3-octaprenyl-4-hydroxybenzoate carboxylyase; ubiquinone biosynthesis, third step; UbiX isozyme
EG11398	hdeA	g1789926	aa	110	Counterclockwise	3654431	3654763	yhhC;yhiB	H-NS-determined expression	Periplasmic chaperone of acid-denatured proteins; H-NS repressed
EG11399	hdeB	g87082279	aa	108	Counterclockwise	3653989	3654315	yhhD;yhiC	H-NS-determined expression	Periplasmic chaperone of acid-denatured proteins; H-NS repressed
EG11400	yhiD	g1789924	aa	215	Counterclockwise	3653278	3653925	yhhE	Systematic nomenclature	Predicted Mg(2+) transport ATPase, MgtC family, function unknown; inner membrane protein
EG11401	psiF	g87081731	aa	106	Clockwise	402505	402825	Null	P starvation induced	pho regulon member, requiring PhoRB system
EG11402	treC	g1790687	aa	551	Counterclockwise	4461077	4462732	olgH;treE	Trehalose	Trehalose-6-phosphate hydrolase, osmoprotectant
EG11403	ppx	g1788848	aa	513	Clockwise	2623137	2624678	Null	Exopolyphosphatase	Exopolyphosphatase; inhibited by pppGpp and ppGpp, also has guanosine pentaphosphatase activity
EG11404	ychF	g1787454	aa	363	Counterclockwise	1255944	1257035	engD;gtp1	Systematic nomenclature	Putative DNA-binding GTPase, obgE paralog; null mutant forms small colonies
EG11405	cydD	g1787113	aa	588	Counterclockwise	928419	930185	htrD	Cytochrome d	Glutathione, cysteine exporter CydDC, ABC transporter; exports cysteine to periplasm as required for cytochrome assembly; N-terminal permease domain and C-terminal cytoplasmic ATP-binding domain
EG11406	ribC	g1787952	aa	213	Counterclockwise	1740625	1741266	ribE	Riboflavin	Riboflavin synthase; homotrimer; associated with RibE 60-mer
EG11407	dadA	g1787438	aa	432	Clockwise	1236794	1238092	dadR	D-Amino acid dehydrogenase	D-amino acid dehydrogenase
EG11408	dadX	g1787439	aa	356	Clockwise	1238102	1239172	alnB;dadB(S.t.);msuA?	D-Amino acid dehydrogenase	Alanine racemase; homodimeric
EG11409	lpxK	g1787144	aa	328	Clockwise	967589	968575	ycaH	Lipid A expression/biosynthesis	Lipid A 4' kinase
EG11410	yjgA	g1790681	aa	183	Counterclockwise	4455337	4455888	Null	Systematic nomenclature	Ribosome-associated protein, function unknown
EG11411	glnD	g1786363	aa	890	Counterclockwise	185978	188650	Null	Glutamine	Bifunctional uridylyltransferase/uridylyl-removing enzyme; (UTase/UR); controls uridylylation state and activity of PII(GlnB)
